City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,zhob,31.3411,69.4481,23.75,76,15,0.78,PK,1690417946
366,sungai raya,0.7,108.9,26.04,81,91,4.58,ID,1690417556
367,penzance,50.1186,-5.5371,16.38,96,100,11.63,GB,1690417587
368,ulladulla,-35.35,150.4667,17.6,34,0,2.71,AU,1690417947
369,al qadarif,14.0349,35.3834,24.05,80,100,4.33,SD,1690417947
370,knyaze-volkonskoye,48.4642,135.4567,28.19,50,22,5.81,RU,1690417947
371,iwaki,37.05,140.8833,33.76,62,6,2.24,JP,1690417947
372,pithoro,25.5167,69.3833,29.1,77,96,6.17,PK,1690417948
373,east london,-33.0153,27.9116,18.07,69,100,7.27,ZA,1690417948
374,vila do maio,15.1333,-23.2167,27.44,83,100,5.54,CV,1690417948
375,undurkhaan,47.3194,110.6556,18.54,56,1,1.85,MN,1690417610
376,malinyi,-8.9333,36.1333,18.51,56,88,0.66,TZ,1690417948
377,turpan,42.9333,89.1667,36.62,11,1,0.39,CN,1690417550
378,santana,-0.0583,-51.1817,25.1,100,75,1.03,BR,1690417948
379,oum hadjer,13.2954,19.6966,27.28,65,100,5.82,TD,1690417949
380,flying fish cove,-10.4217,105.6791,24.81,78,41,8.82,CX,1690417570
381,nica,43.7031,7.2661,22.89,45,0,2.06,FR,1690417949
382,yarmouth,41.7057,-70.2286,25.0,82,0,4.12,US,1690417594
383,cidreira,-30.1811,-50.2056,16.18,84,100,6.8,BR,1690417885
384,shalya,57.2471,58.7298,13.26,93,82,0.89,RU,1690417949
385,kalmunai,7.4167,81.8167,26.42,75,100,2.74,LK,1690417547
386,sao jose de ribamar,-2.5619,-44.0542,27.21,80,5,5.21,BR,1690417950
387,kulsheim,49.6697,9.5225,13.81,88,100,2.18,DE,1690417950
388,papao,-17.75,-149.55,24.82,86,52,3.28,PF,1690417950
389,grove city,39.8815,-83.093,30.29,73,40,6.17,US,1690417403
390,baturaja,-4.1333,104.1667,23.82,92,92,1.17,ID,1690417950
391,vylkove,45.4021,29.586,21.81,79,100,6.87,UA,1690417950
392,mumbwa,-14.9783,27.0619,14.13,70,0,3.32,ZM,1690417951
393,omsk,55.0,73.4,15.94,82,0,0.0,RU,1690417873
394,nyrob,60.733,56.7202,12.04,88,21,1.19,RU,1690417951
395,magumeri,12.1131,12.8274,28.68,52,100,4.31,NG,1690417951
396,mahina,-17.5065,-149.489,24.87,88,75,4.12,PF,1690417951
397,bakanas,44.8081,76.2772,31.11,20,4,1.34,KZ,1690417952
398,franca,-20.5386,-47.4008,17.08,46,0,1.74,BR,1690417952
399,nishinoomote,30.7333,131.0,29.31,89,75,5.66,JP,1690417579
400,cockburn town,21.4612,-71.1419,28.63,84,97,9.44,TC,1690417600
401,xinyu,27.8043,114.9334,28.31,82,100,3.87,CN,1690417952
402,sa'dah,16.9402,43.7639,23.39,29,67,1.99,YE,1690417952
403,basco,20.4487,121.9702,29.5,74,100,16.25,PH,1690417896
404,jining,35.405,116.5814,28.71,66,25,2.68,CN,1690417953
405,caleta de carquin,-11.0925,-77.6267,19.68,80,51,4.46,PE,1690417904
406,dullewala,31.8359,71.4362,32.91,55,6,0.71,PK,1690417953
407,fuerte olimpo,-21.0415,-57.8738,23.03,52,97,1.93,PY,1690417953
408,saudarkrokur,65.7461,-19.6394,7.81,91,32,2.91,IS,1690417923
409,aswan,24.0934,32.907,33.07,15,100,2.75,EG,1690417933
410,logrono,42.4667,-2.45,17.72,77,0,1.54,ES,1690417955
411,hendersonville,36.3048,-86.62,30.25,74,46,0.45,US,1690417954
412,nizhneudinsk,54.9076,99.0276,16.8,91,100,1.3,RU,1690417549
413,kapuskasing,49.4169,-82.4331,22.05,68,40,0.51,CA,1690417562
414,pelaya,8.6882,-73.6645,25.42,85,67,0.62,CO,1690417956
415,lazaro cardenas,17.9583,-102.2,30.58,63,28,4.03,MX,1690417549
416,chinde,26.8418,88.0763,18.57,87,99,1.58,NP,1690417592
417,paide,58.8856,25.5572,9.91,98,100,2.13,EE,1690417956
418,urangan,-25.3,152.9,19.0,84,91,6.92,AU,1690417929
419,gornozavodsk,58.3758,58.3211,12.31,94,87,0.58,RU,1690417956
420,nyaunglebin,17.95,96.7333,26.11,89,37,0.93,MM,1690417957
421,saint-francois,46.4154,3.9054,16.69,72,53,2.06,FR,1690417595
422,ad dabbah,18.05,30.95,33.93,37,98,7.72,SD,1690417957
423,el calafate,-50.3408,-72.2768,-3.73,71,100,0.58,AR,1690417957
424,errachidia,31.9275,-4.4285,34.03,10,0,1.03,MA,1690417957
425,al bayda',32.7627,21.7551,25.58,42,0,3.85,LY,1690417957
426,nova sintra,14.8667,-24.7167,23.15,85,73,6.45,CV,1690417568
427,qaqortoq,60.7167,-46.0333,6.67,84,95,1.68,GL,1690417542
428,bata,1.8639,9.7658,24.9,87,90,4.43,GQ,1690417665
429,zuni pueblo,35.0725,-108.8506,31.35,49,100,1.72,US,1690417958
430,ulanhot,46.0833,122.0833,25.81,68,100,3.03,CN,1690417958
431,romanovka,51.7443,42.7527,22.19,51,100,4.06,RU,1690417958
432,rongelap,11.1635,166.8941,28.26,80,99,8.02,MH,1690417555
433,biltine,14.5333,20.9167,27.96,60,100,6.25,TD,1690417959
434,spas-demensk,54.4122,34.0226,14.45,98,65,1.86,RU,1690417959
435,al fuwayliq,26.4432,43.2534,29.37,15,33,5.6,SA,1690417959
436,kazlu ruda,54.7667,23.5,13.99,82,100,2.04,LT,1690417959
437,howrah,22.5892,88.3103,27.0,94,40,2.57,IN,1690417598
438,st. catharines,43.1668,-79.2496,27.68,89,100,5.66,CA,1690417815
439,emerald,-23.5333,148.1667,18.52,62,100,6.03,AU,1690417822
440,pacocha,-17.5833,-71.3333,16.8,86,72,0.85,PE,1690417960
441,monclova,26.9,-101.4167,37.71,35,40,4.12,MX,1690417957
442,iquique,-20.2208,-70.1431,18.02,84,15,0.45,CL,1690417554
443,nemuro,43.3236,145.575,18.28,95,76,1.75,JP,1690417584
444,mahdia,35.5047,11.0622,26.97,60,0,7.32,TN,1690417960
445,san felipe,10.3399,-68.7425,24.04,88,25,2.14,VE,1690417877
446,tocopilla,-22.092,-70.1979,17.19,77,31,2.3,CL,1690417914
447,susuman,62.7833,148.1667,9.87,84,100,2.6,RU,1690417885
448,anna regina,7.2644,-58.5077,26.05,87,17,2.77,GY,1690417594
449,manuguru,17.981,80.7547,25.15,95,100,2.62,IN,1690417961
450,aral,40.5156,81.2636,30.07,27,2,0.71,CN,1690417961
451,harper,4.375,-7.7169,24.62,89,100,4.02,LR,1690417961
452,taybad,34.74,60.7756,28.22,41,0,9.27,IR,1690417671
453,luumaki,60.9262,27.5814,15.03,95,100,1.54,FI,1690417961
454,queenstown,-31.8976,26.8753,10.21,86,100,1.55,ZA,1690417834
455,kanniyakumari,8.0833,77.5667,25.87,80,100,6.64,IN,1690417962
456,dunedin,-45.8742,170.5036,5.26,90,99,11.04,NZ,1690417560
457,winchester,51.0651,-1.3187,16.49,95,100,4.63,GB,1690417962
458,thinadhoo,0.5333,72.9333,28.74,77,100,6.12,MV,1690417826
459,gokcebey,41.3058,32.1423,24.58,43,0,3.46,TR,1690417962
460,bni bouayach,35.1022,-3.841,22.31,68,0,0.51,MA,1690417962
461,talara,-4.5772,-81.2719,23.42,83,0,6.17,PE,1690417963
462,wynyard,-41.0,145.7167,12.17,79,100,3.34,AU,1690417916
463,awjilah,29.1081,21.2869,32.54,18,0,5.08,LY,1690417574
464,las khorey,11.1595,48.1967,31.01,50,37,6.45,SO,1690417963
465,maumere,-8.6199,122.2111,24.47,74,21,2.88,ID,1690417546
466,samalut,28.3121,30.7101,30.48,37,8,5.92,EG,1690417963
467,port macquarie,-31.4333,152.9167,19.38,57,0,2.65,AU,1690417941
468,yartsevo,55.0667,32.6964,13.37,95,94,0.78,RU,1690417963
469,sao tome,0.3365,6.7273,24.1,88,80,4.13,ST,1690417964
470,ciudad constitucion,25.0369,-111.6644,32.23,34,11,6.81,MX,1690417964
471,sos'va,59.1766,61.8558,13.6,90,22,1.7,RU,1690417964
472,namdrik,5.5994,168.1028,27.73,76,94,1.27,MH,1690417964
473,luwuk,-0.9516,122.7875,27.09,76,85,3.37,ID,1690417964
474,nuuk,64.1835,-51.7216,5.34,100,100,5.66,GL,1690417577
475,sechura,-5.5569,-80.8222,23.35,69,64,7.78,PE,1690417607
476,terra santa,-2.1042,-56.4869,26.68,54,4,0.97,BR,1690417965
477,gadzhiyevo,69.2551,33.3362,9.99,96,100,1.22,RU,1690417551
478,colonia,50.9333,6.95,17.76,70,0,4.12,DE,1690417345
479,dolisie,-4.1997,12.6739,19.77,88,10,1.4,CG,1690417965
480,mossel bay,-34.1831,22.146,12.96,80,42,2.22,ZA,1690417965
481,gargalianoi,37.0667,21.6333,25.34,86,0,4.18,GR,1690417965
482,slavyanka,42.8633,131.3847,25.22,78,11,1.63,RU,1690417965
483,kerikeri,-35.2268,173.9474,15.51,80,81,1.79,NZ,1690417595
484,trondheim,63.4305,10.3951,16.07,92,42,0.46,NO,1690417966
485,taoudenni,22.6783,-3.9836,38.42,22,34,4.44,ML,1690417966
486,beloomut,54.9448,39.3394,17.27,94,81,2.44,RU,1690417966
487,broken hill,-31.95,141.4333,17.7,35,2,9.36,AU,1690417966
488,al mijlad,11.0333,27.7333,23.52,82,100,4.37,SD,1690417966
489,viedma,-40.8135,-62.9967,4.62,72,98,3.14,AR,1690417902
490,sinop,41.7711,34.8709,22.81,42,0,4.99,TR,1690417967
491,wamba,8.9333,8.6,23.05,87,100,1.91,NG,1690417967
492,mirny,62.5353,113.9611,17.91,63,15,3.13,RU,1690417967
493,lata,40.1629,-8.3327,17.26,94,76,1.63,PT,1690417921
494,takoradi,4.8845,-1.7554,24.27,94,75,3.01,GH,1690417768
495,kaohsiung,22.6163,120.3133,26.69,90,75,0.89,TW,1690417735
496,gillette,44.2911,-105.5022,35.06,13,0,1.79,US,1690417772
497,adrar,20.5022,-10.0711,36.74,9,23,11.52,MR,1690417946
498,afif,23.9065,42.9172,28.23,18,26,4.67,SA,1690417969
499,nabire,-3.3667,135.4833,27.86,75,97,1.74,ID,1690417600
500,faya-largeau,17.9257,19.1043,32.53,11,5,3.23,TD,1690417940
501,tisul',55.7611,88.3122,20.39,62,9,1.65,RU,1690417969
502,chukhloma,58.7525,42.6825,16.73,99,95,2.22,RU,1690417969
503,kirkwall,58.9848,-2.9587,9.98,87,20,2.57,GB,1690417875
504,mount gambier,-37.8333,140.7667,11.14,64,2,5.31,AU,1690417462
505,igarka,67.4667,86.5833,21.36,74,0,4.31,RU,1690417970
506,capinota,-17.7167,-66.2333,18.67,65,0,2.24,BO,1690417970
507,mapastepec,15.4333,-92.9,27.66,78,31,1.01,MX,1690417970
508,abeche,13.8292,20.8324,26.44,70,99,6.31,TD,1690417970
509,zaragoza,41.6561,-0.8773,23.22,50,0,2.57,ES,1690417610
510,saldanha,-33.0117,17.9442,8.03,94,57,5.19,ZA,1690417556
511,millington,35.3415,-89.8973,30.27,79,0,2.06,US,1690417970
512,paveh,35.0434,46.3565,21.07,24,0,1.91,IR,1690417971
513,santa marta,11.2408,-74.199,29.38,77,75,2.06,CO,1690417971
514,jayapura,-2.5333,140.7,26.66,90,100,1.99,ID,1690417588
515,nadi,-17.8,177.4167,21.0,94,100,2.57,FJ,1690417913
516,fort bragg,35.139,-79.006,32.32,73,66,0.89,US,1690417533
517,lae,-6.7221,146.9847,24.37,56,58,0.49,PG,1690417971
518,namp'o,38.7375,125.4078,25.97,85,100,2.14,KP,1690417971
519,santona,43.4439,-3.4576,20.04,91,2,1.44,ES,1690417939
520,port saint john's,-31.6229,29.5448,18.61,58,50,9.29,ZA,1690417917
521,mitu,1.1983,-70.1733,24.48,85,100,0.84,CO,1690417972
522,carauari,-4.8828,-66.8958,26.82,63,93,0.94,BR,1690417910
523,lerwick,60.1545,-1.1494,10.0,86,4,1.68,GB,1690417543
524,ballina,-28.8667,153.5667,17.66,51,35,1.57,AU,1690417972
525,phalodi,27.1333,72.3667,30.34,70,100,2.98,IN,1690417972
526,guiyang,26.5833,106.7167,23.27,88,20,1.0,CN,1690417903
527,lishu,43.3047,124.3278,26.6,77,99,7.47,CN,1690417973
528,timmins,48.4669,-81.3331,21.9,73,100,2.57,CA,1690417803
529,saynshand,44.8824,110.1163,25.03,33,6,5.47,MN,1690417973
530,male,4.1748,73.5089,28.97,89,75,2.57,MV,1690417973
531,callao,-12.0667,-77.15,19.84,82,100,5.14,PE,1690417668
532,bria,6.5423,21.9863,21.0,94,100,0.95,CF,1690417974
533,kamaishi,39.2667,141.8833,28.1,67,23,1.0,JP,1690417974
534,alto barinas,8.5931,-70.2261,24.09,90,99,0.93,VE,1690417974
535,pan de azucar,-34.8,-55.2333,12.6,85,20,5.66,UY,1690417974
536,drayton valley,53.2168,-114.9854,11.3,88,100,8.18,CA,1690417842
537,stephenville,32.2207,-98.2023,38.07,24,0,3.09,US,1690417579
538,freetown,8.484,-13.2299,26.84,89,75,3.09,SL,1690417974
539,yeppoon,-23.1333,150.7333,19.88,67,43,7.22,AU,1690417975
540,"laikit, laikit ii (dimembe)",1.4792,124.9735,28.47,62,20,5.66,ID,1690417975
541,prieska,-29.6641,22.7474,6.99,56,0,1.02,ZA,1690417975
542,as sulaymaniyah,35.5611,45.4375,20.24,30,0,2.06,IQ,1690417975
543,skovorodino,53.9833,123.9167,25.0,55,100,2.8,RU,1690417975
544,chelghoum el aid,36.1629,6.1665,23.32,66,0,1.65,DZ,1690417975
545,new norfolk,-42.7826,147.0587,12.06,76,100,1.52,AU,1690417561
546,wakkanai,45.4094,141.6739,23.99,88,75,6.17,JP,1690417976
547,chipiona,36.7366,-6.437,21.12,88,0,2.57,ES,1690417976
548,san patricio,28.017,-97.5169,33.43,55,1,7.52,US,1690417552
549,port blair,11.6667,92.75,27.02,89,40,3.09,IN,1690417977
550,karasu,41.071,30.7854,28.66,37,3,1.54,TR,1690417977
551,mar del plata,-38.0023,-57.5575,10.05,86,40,8.05,AR,1690417300
552,sinjai,-5.1241,120.253,26.6,75,14,1.61,ID,1690417978
553,muravlenko,63.7898,74.523,18.38,72,29,2.92,RU,1690417552
554,petauke,-14.2426,31.3253,14.79,78,0,4.04,ZM,1690417978
555,greenland,43.0362,-70.8328,27.19,76,75,2.57,US,1690417509
556,lorengau,-2.0226,147.2712,28.6,78,100,6.31,PG,1690417846
557,le lavandou,43.137,6.366,23.9,32,37,4.63,FR,1690417978
558,saint-pierre,-21.3393,55.4781,19.82,83,75,2.57,RE,1690417552
559,koh kong,11.6175,102.9806,27.81,85,100,5.42,KH,1690417979
560,san jose,37.3394,-121.895,33.09,47,20,15.2,US,1690417351
561,verkhnevilyuysk,63.4453,120.3167,19.76,40,100,2.52,RU,1690417979
562,kamensk-ural'skiy,56.4185,61.9329,15.2,87,0,2.77,RU,1690417979
563,mount pleasant,32.7941,-79.8626,29.44,79,0,2.24,US,1690417425
564,baker city,44.7749,-117.8344,29.84,26,0,7.72,US,1690417971
565,hafar al-batin,28.4328,45.9708,33.32,17,0,2.57,SA,1690417980
566,castiglione del lago,43.1271,12.0453,19.0,82,1,1.28,IT,1690417980
567,vanimo,-2.6741,141.3028,25.36,92,100,0.83,PG,1690417561
